gene,logFC,logCPM,F,PValue,FDR,population,contrast,n_donors,tested_genes
HACD3,0.610594589817429,2.14775696528285,3.79106537266408,0.0527699671129468,0.157440966801416,All_annotated,alpha_in_UC,5,22105
HACD4,-0.497601441167593,3.59284961655536,5.90393642520187,0.015890745285572,0.064240110559175,All_annotated,alpha_in_UC,5,22105
HACE1,-0.0121530210415004,1.65516199677661,0.0012049612498438,0.972339641691137,0.987710481116796,All_annotated,alpha_in_UC,5,22105
HACL1,-0.344905738021219,3.25140478479199,2.3090277892117,0.130028018990979,0.297018351405687,All_annotated,alpha_in_UC,5,22105
HADH,0.672128366929038,1.05112595563398,2.13782488673527,0.145090314472871,0.31969910301264,All_annotated,alpha_in_UC,5,22105
HADHA,0.138125445243287,3.71367326785021,0.47339927911309,0.492136000156546,0.687727083639859,All_annotated,alpha_in_UC,5,22105
HADHB,-0.189070632369118,4.18147629182046,1.11382590198531,0.292383285653701,0.50363379797203,All_annotated,alpha_in_UC,5,22105
HAGH,0.282118978936634,4.21443997490482,2.41947210047563,0.121240263711596,0.283990254248684,All_annotated,alpha_in_UC,5,22105
HAGLR,1.89369640435704,4.17969701806732,86.1360600730336,1.45265960833841e-17,1.84546210588049e-15,All_annotated,alpha_in_UC,5,22105
HAL,-0.360603844684173,4.82918843989215,5.30158990905767,0.0222195057768717,0.082798748347564,All_annotated,alpha_in_UC,5,22105
HAMP,-0.738886602870806,1.36438987747134,3.60014215192883,0.0590391169009065,0.170685283690104,All_annotated,alpha_in_UC,5,22105
HAND2-AS1,-0.251220133340275,1.44674536669568,0.436567522896029,0.50945825729982,0.700842887328003,All_annotated,alpha_in_UC,5,22105
HAO1,1.74096004293428,0.264190797906853,5.87404271098013,0.0161555859253637,0.0650135129947507,All_annotated,alpha_in_UC,5,22105
HAP1,0.247330775765185,1.1850489402731,0.338866145579423,0.561062915091756,0.740568205535515,All_annotated,alpha_in_UC,5,22105
HAPLN1,0.384184004991452,1.54947453871871,1.03930310798326,0.30907370345969,0.521384601588688,All_annotated,alpha_in_UC,5,22105
HAPLN3,0.514551789456821,0.101978968442456,0.477389819154787,0.490317099259517,0.685891626321454,All_annotated,alpha_in_UC,5,22105
HARBI1,0.276471611288226,3.55824007629933,1.73085452662398,0.189640425131574,0.381611433548788,All_annotated,alpha_in_UC,5,22105
HARS1,-0.0365066172352032,2.51561140074713,0.0185830978834277,0.891690090356352,0.94572543169212,All_annotated,alpha_in_UC,5,22105
HARS2,0.11059445203157,2.3862571730064,0.158612866343061,0.690813191210197,0.829809652571412,All_annotated,alpha_in_UC,5,22105
HAS1,-0.211102861508444,1.92609039294227,0.44306062964991,0.506327952813577,0.698573204494813,All_annotated,alpha_in_UC,5,22105
HAS2,0.0750751859108292,2.06410966087057,0.0583022781782755,0.809419302719853,0.900418382900827,All_annotated,alpha_in_UC,5,22105
HAS2-AS1,0.371398206452137,3.62421565306873,3.28861988527363,0.071093627413575,0.194881527030887,All_annotated,alpha_in_UC,5,22105
HAS3,0.26933559123403,0.563428819679197,0.233095166087304,0.629705218019688,0.789050158399479,All_annotated,alpha_in_UC,5,22105
HAT1,-0.222272956246627,4.67164742854594,1.88045248609596,0.171648275124476,0.356988781915977,All_annotated,alpha_in_UC,5,22105
HAUS1,-0.124951324623993,1.14874938394744,0.0866328642531839,0.7687719824355,0.876116245192434,All_annotated,alpha_in_UC,5,22105
HAUS2,-0.169229119408884,2.06979710691751,0.296614164373902,0.586551834362655,0.759562290485442,All_annotated,alpha_in_UC,5,22105
HAUS3,0.698940429065238,-0.0357981022179416,0.628371557063712,0.428773991999213,0.634304040220286,All_annotated,alpha_in_UC,5,22105
HAUS4,0.431687176817643,0.174030638215514,0.334220197297221,0.563754082376782,0.74256131235079,All_annotated,alpha_in_UC,5,22105
HAUS5,0.889585653177755,0.547129509432766,2.29516624861676,0.131176753309621,0.298934240403008,All_annotated,alpha_in_UC,5,22105
HAUS6,0.0877920385533883,2.87976226635363,0.126900139357709,0.722001701409229,0.847800669835379,All_annotated,alpha_in_UC,5,22105
HAUS7,2.15655407856222,0.219802985613992,7.21764679999581,0.00775107283029219,0.036478063639261,All_annotated,alpha_in_UC,5,22105
HAUS8,-0.140655736587362,3.36200622416814,0.405014361878899,0.525157700674347,0.713454057735016,All_annotated,alpha_in_UC,5,22105
HAVCR1,1.11223618121587,0.734529836023196,4.25515895894027,0.0402751911149118,0.129025464305549,All_annotated,alpha_in_UC,5,22105
HAVCR2,0.597055500706873,3.5237210326482,7.94306069567566,0.00525697450857971,0.0265612392027782,All_annotated,alpha_in_UC,5,22105
HAX1,-0.0831061560479825,5.0074096080854,0.292810589940738,0.58896017758185,0.761286628379576,All_annotated,alpha_in_UC,5,22105
HBA1,1.49984423823205,12.7069152594881,218.459016357888,5.89091710266904e-29,2.77061111818083e-26,All_annotated,alpha_in_UC,5,22105
HBA2,1.93826656459998,13.7202484294778,329.205003612221,1.41885938303532e-29,6.96975259155461e-27,All_annotated,alpha_in_UC,5,22105
HBB,0.723706218920748,13.8218072929033,58.1615896479007,6.73146567029238e-13,4.35084937549161e-11,All_annotated,alpha_in_UC,5,22105
HBD,0.793073770237311,2.83660385592836,9.11646235327546,0.00282536699885153,0.0163109787175798,All_annotated,alpha_in_UC,5,22105
HBEGF,-0.540188302773484,5.88919975446607,16.8372647352622,5.69500084096991e-05,0.000619222791882144,All_annotated,alpha_in_UC,5,22105
HBG1,1.38188649710832,2.24188522503987,20.2432866659868,1.08961055519297e-05,0.000146329534158814,All_annotated,alpha_in_UC,5,22105
HBG2,0.823708088118165,2.76457014284387,8.47835826601883,0.00451693377933626,0.0235710153900444,All_annotated,alpha_in_UC,5,22105
HBM,0.901435781236571,2.40828409015803,9.53268628427842,0.00227158184069345,0.0136153244545902,All_annotated,alpha_in_UC,5,22105
HBP1,-0.393681399955375,7.50631656654761,13.0627532527794,0.000371622732319374,0.00305720896833634,All_annotated,alpha_in_UC,5,22105
HBQ1,1.45527252854691,-0.0370852169816538,2.398855223957,0.122816798542652,0.286499085245391,All_annotated,alpha_in_UC,5,22105
HBS1L,0.175898603381246,4.92727809170564,1.26792370042374,0.261355685475376,0.468439749244563,All_annotated,alpha_in_UC,5,22105
HBZ,1.38579823955526,1.66816897358721,13.0786178592323,0.000368107325766151,0.00303506618279029,All_annotated,alpha_in_UC,5,22105
HCAR1,-0.630598947921792,3.2923202490099,8.10619439199013,0.00481934818134787,0.024813241594011,All_annotated,alpha_in_UC,5,22105
HCAR2,-0.899646983019918,8.49428134757865,74.4681774521295,1.12787997179627e-15,1.13173670043783e-13,All_annotated,alpha_in_UC,5,22105
HCAR3,-0.915770293245185,9.73953862639068,87.2032609676079,9.83642019872769e-18,1.26415156100509e-15,All_annotated,alpha_in_UC,5,22105
HCCS,0.0379256244403842,1.8064334120014,0.0133760882470843,0.908028342853035,0.953582902692116,All_annotated,alpha_in_UC,5,22105
HCCS-DT,-0.543787434758989,2.49723883575364,3.89915302292896,0.0495329528281987,0.150030956737097,All_annotated,alpha_in_UC,5,22105
HCFC1,-1.00069797672802,3.1974698488584,18.980033015225,2.00775552430387e-05,0.000250177203296151,All_annotated,alpha_in_UC,5,22105
HCFC1R1,2.63374478085901,1.6736136971122,37.4412736018305,4.06839935293664e-09,1.29094546724052e-07,All_annotated,alpha_in_UC,5,22105
HCFC2,0.458926769501224,1.47433391003342,1.36412692245786,0.244054684963493,0.448522515058032,All_annotated,alpha_in_UC,5,22105
HCG11,-0.304321399781892,0.896634327734407,0.395191407089315,0.530217152017731,0.71732918534971,All_annotated,alpha_in_UC,5,22105
HCG17,-0.932247963696988,6.42788895725975,56.6400577949262,1.24674471436172e-12,7.74137413229379e-11,All_annotated,alpha_in_UC,5,22105
HCG18,-0.672705060405975,6.25736685233684,28.3122814603385,2.48999484237058e-07,5.56535247629945e-06,All_annotated,alpha_in_UC,5,22105
HCG20,-0.0619449613092884,5.84228871739511,0.217211904940691,0.641623250332772,0.79757157347489,All_annotated,alpha_in_UC,5,22105
HCG25,0.0932635426967359,1.13491060589425,0.0483466823011248,0.826163278743247,0.910340425533097,All_annotated,alpha_in_UC,5,22105
HCG27,-0.0590660780944987,3.47890313703635,0.078228868623243,0.779968946733907,0.88294226289512,All_annotated,alpha_in_UC,5,22105
HCG9,-0.271247564802464,1.17974452317384,0.436432645404686,0.509521569586968,0.700869589030487,All_annotated,alpha_in_UC,5,22105
HCK,-0.230191718979438,9.65137470152781,5.44770507480414,0.0204753246044364,0.0779550551810312,All_annotated,alpha_in_UC,5,22105
HCLS1,-0.37379017988004,9.69154469742494,14.5850780516703,0.000173267444637729,0.00159653058095748,All_annotated,alpha_in_UC,5,22105
HCN1,-0.1628455132386,3.44983824942194,0.592986303358457,0.442074171623098,0.645744370827237,All_annotated,alpha_in_UC,5,22105
HCN2,0.79484762365326,0.827497117530428,2.4953680929661,0.115568179559108,0.274691893457429,All_annotated,alpha_in_UC,5,22105
HCN4,1.18270242718958,0.0353818613669163,2.23743004914366,0.13610909452097,0.306852782701278,All_annotated,alpha_in_UC,5,22105
HCP5,-0.627255231083065,6.05719875549394,23.770255402097,2.05027510653501e-06,3.39231521182308e-05,All_annotated,alpha_in_UC,5,22105
HCRTR1,1.77725295666515,1.08544875720843,12.7970806180354,0.000424840099319523,0.00341079675425722,All_annotated,alpha_in_UC,5,22105
HCRTR2,0.439755319864851,2.76238859614018,2.92707043125704,0.0884831180129667,0.228142574798652,All_annotated,alpha_in_UC,5,22105
HCST,0.0168111390103591,6.05731184057117,0.0170591094015075,0.896200068469532,0.948052379092602,All_annotated,alpha_in_UC,5,22105
HDAC1,-0.139226071561983,4.20165708612981,0.599326063734846,0.439647687014562,0.644350548107598,All_annotated,alpha_in_UC,5,22105
HDAC10,0.432716447826432,1.71784603315453,1.58295449815229,0.209627968762053,0.40680245351102,All_annotated,alpha_in_UC,5,22105
HDAC11,0.717704343556087,0.556549958061127,1.58305884294677,0.209615014525983,0.40680245351102,All_annotated,alpha_in_UC,5,22105
HDAC2,-0.290788415614074,5.03352745994973,3.77419654182652,0.0532960882870283,0.158689390030275,All_annotated,alpha_in_UC,5,22105
HDAC2-AS2,0.251338249805699,3.12538375339335,1.17620635546805,0.279290103373929,0.48861952790508,All_annotated,alpha_in_UC,5,22105
HDAC3,-0.127346297311426,3.33836504275516,0.339063670292767,0.560952908338245,0.740467218369575,All_annotated,alpha_in_UC,5,22105
HDAC4,-0.032195729136679,5.76084636008589,0.0593357475200742,0.807770772849825,0.89958612063232,All_annotated,alpha_in_UC,5,22105
HDAC4-AS1,-0.245893745680856,2.0590862598793,0.601398826805148,0.438857950844711,0.643669364442903,All_annotated,alpha_in_UC,5,22105
HDAC5,-0.0414388773977605,5.18227784278457,0.0787067371571663,0.779315393439381,0.882494519818321,All_annotated,alpha_in_UC,5,22105
HDAC6,0.708657936481475,2.43671883832844,6.32841756848449,0.0125783840379862,0.0535216899248673,All_annotated,alpha_in_UC,5,22105
HDAC7,0.113230771756476,5.89207811910346,0.726595210489018,0.39489509298327,0.604386625382205,All_annotated,alpha_in_UC,5,22105
HDAC9,0.552630532898973,4.81301652997773,11.9525031343162,0.000652383431468306,0.00488348653999557,All_annotated,alpha_in_UC,5,22105
HDAC9-AS1,2.34837844013704,-0.00065707431806798,6.11921020777702,0.0141108976942357,0.0587201418544954,All_annotated,alpha_in_UC,5,22105
HDC,1.03041170059167,0.687328605843718,3.68360254344035,0.0562148918058392,0.164880417420825,All_annotated,alpha_in_UC,5,22105
HDDC2,-0.208605832408863,1.80081761169966,0.393739298657447,0.530975193907692,0.717959790881425,All_annotated,alpha_in_UC,5,22105
HDDC3,-0.621927418489143,0.267795245731598,0.914083853682338,0.340047379200394,0.55251520696935,All_annotated,alpha_in_UC,5,22105
HDGF,-0.330926031074285,8.63603976948538,10.4642029772475,0.00140011240013525,0.00910814732342251,All_annotated,alpha_in_UC,5,22105
HDGFL2,0.232523656736064,2.3686887055388,0.670926631699203,0.413594792344125,0.621179024647839,All_annotated,alpha_in_UC,5,22105
HDGFL3,-0.134507815982493,2.02821237528805,0.190221287714377,0.663150021737176,0.8122641563972,All_annotated,alpha_in_UC,5,22105
HDHD3,1.40107914816778,2.65190066052519,24.3925153205079,1.52897521339001e-06,2.63634922714401e-05,All_annotated,alpha_in_UC,5,22105
HDHD5,-0.01155156907514,1.21943740881123,0.000832997998301999,0.977000131393749,0.989192744381403,All_annotated,alpha_in_UC,5,22105
HDHD5-AS1,0.915700251656474,0.806235966633198,3.13649367214363,0.0779013612769844,0.207972172829437,All_annotated,alpha_in_UC,5,22105
HDLBP,0.0328023831351583,5.5123069649431,0.0560821478457052,0.813014375259932,0.902963511285775,All_annotated,alpha_in_UC,5,22105
HDX,-0.537626317437693,2.25934680461128,3.52224751880721,0.061843480523879,0.176378217335038,All_annotated,alpha_in_UC,5,22105
HEATR1,0.180970323234198,1.91230859430248,0.304117477517808,0.581859194411874,0.756729885529266,All_annotated,alpha_in_UC,5,22105
HEATR3,0.246040521778287,3.32578007544784,1.21516296354498,0.271489389893828,0.480025033082952,All_annotated,alpha_in_UC,5,22105
HEATR3-AS1,1.76402443367289,2.95574237419559,38.4644556589989,2.63408568664535e-09,8.7955383841836e-08,All_annotated,alpha_in_UC,5,22105
HEATR4,0.554141191428029,3.10738718670986,5.61260080393742,0.0186770309414702,0.0726730802607284,All_annotated,alpha_in_UC,5,22105
HEATR5A,0.264706798713816,2.7762323056628,1.10407224395567,0.294499834638962,0.505978458316046,All_annotated,alpha_in_UC,5,22105
HEATR5A-DT,-0.106152760592058,0.422891549900054,0.0321030987388014,0.857961698042217,0.926982866739921,All_annotated,alpha_in_UC,5,22105
HEATR5B,0.218361218578976,3.59593977092203,1.12428283893906,0.290134680262602,0.501127293890047,All_annotated,alpha_in_UC,5,22105
HEATR6,-0.304074133007067,2.83084718135865,1.56088920647882,0.212831478813688,0.410777948063964,All_annotated,alpha_in_UC,5,22105
HEATR6-DT,-0.0348241884286327,2.91178110624742,0.0210541749371182,0.884761190823386,0.941040567923349,All_annotated,alpha_in_UC,5,22105
HEBP1,0.638381349270308,5.44120765227261,19.2390880906398,1.78038437248657e-05,0.000225274164589672,All_annotated,alpha_in_UC,5,22105
HEBP2,-0.629174480146075,4.62905667054198,14.6772123829392,0.00016549800511309,0.00153517977466423,All_annotated,alpha_in_UC,5,22105
HECA,-0.414186779041126,7.95727649848286,15.115866120782,0.000133078821308901,0.00127532433513986,All_annotated,alpha_in_UC,5,22105
HECTD1,0.00585287750024142,4.68568949637322,0.00130993350893675,0.971160541997239,0.987295151118745,All_annotated,alpha_in_UC,5,22105
HECTD2,-0.319334435923759,2.32010396206528,1.25682011567818,0.263448558959318,0.470716637292915,All_annotated,alpha_in_UC,5,22105
HECTD3,0.0384463928695684,1.48919839841691,0.0105809085726429,0.918162336802386,0.957990109271063,All_annotated,alpha_in_UC,5,22105
HECTD4,0.141865853347234,4.96859901389585,0.878034472403229,0.349744887011848,0.56205821355121,All_annotated,alpha_in_UC,5,22105
HECW1,1.00970829161114,4.02498539807385,25.130243812861,1.08491342677914e-06,1.96573863106171e-05,All_annotated,alpha_in_UC,5,22105
HECW2,-0.251060827843214,6.75800728112115,4.47962794685386,0.0353993121589319,0.117316610985486,All_annotated,alpha_in_UC,5,22105
HEG1,1.09704600935592,1.57526462606669,8.32906021234783,0.00427835058069051,0.0226684898336922,All_annotated,alpha_in_UC,5,22105
HEIH,-0.0503612145972789,4.67878775984338,0.096675919543024,0.756143474215513,0.868875162319172,All_annotated,alpha_in_UC,5,22105
HELB,0.0399512512452202,4.7762354668001,0.062601515665201,0.802658623036665,0.896506940640972,All_annotated,alpha_in_UC,5,22105
HELLPAR,1.95911786665144,5.52616734486661,156.254729976566,1.40623605849227e-27,5.7564533468466e-25,All_annotated,alpha_in_UC,5,22105
HELLS,0.559541326353965,1.94236515900058,2.78512518851328,0.0965321539684578,0.242372019931027,All_annotated,alpha_in_UC,5,22105
HELQ,-0.202591472628017,3.96743270181075,1.10818944891423,0.293604729311475,0.504950792922287,All_annotated,alpha_in_UC,5,22105
HELZ,-0.0711222590731538,4.77103252451992,0.202567955373297,0.653089158500151,0.805340614116135,All_annotated,alpha_in_UC,5,22105
HELZ2,0.0717260077775139,4.19989648565237,0.157095262667647,0.692220561986997,0.830476826199325,All_annotated,alpha_in_UC,5,22105
HEMGN,0.995725402231402,7.32917025557217,72.446850293005,4.40445950499103e-15,3.97390111664599e-13,All_annotated,alpha_in_UC,5,22105
HEMK1,-0.466699627451468,0.251937145842412,0.503004792939891,0.478910205224557,0.676960614304185,All_annotated,alpha_in_UC,5,22105
HENMT1,-0.675800464247546,2.14383064602468,5.0424173240327,0.0257053278137412,0.0924231074100437,All_annotated,alpha_in_UC,5,22105
HEPACAM,0.836840631288629,1.67439816729926,5.32863051218223,0.0218802188112048,0.0819069941497484,All_annotated,alpha_in_UC,5,22105
HEPACAM2,0.753938255405218,0.174261631868987,1.16325125487357,0.281950992842924,0.492028633203823,All_annotated,alpha_in_UC,5,22105
HEPH,0.913147185933672,2.33010607231437,9.65897711922852,0.00212634724819984,0.0128999515346272,All_annotated,alpha_in_UC,5,22105
HEPHL1,0.477106667960956,2.16465359983551,2.53937080183394,0.112438123331011,0.269086602501951,All_annotated,alpha_in_UC,5,22105
HEPN1,1.82517736907933,2.30327995842812,28.9758124652434,1.83003810880781e-07,4.21385337449964e-06,All_annotated,alpha_in_UC,5,22105
HERC1,-0.131752577813479,6.70693469637404,1.23635855321207,0.267360180770148,0.475232936307826,All_annotated,alpha_in_UC,5,22105
HERC2,0.266080009405773,4.32447429342447,2.27360096916997,0.132996139149594,0.301649872347812,All_annotated,alpha_in_UC,5,22105
HERC2P3,0.286229568698981,1.69915057895041,0.654721869213807,0.419280534293267,0.626102561004706,All_annotated,alpha_in_UC,5,22105
HERC2P9,-0.356571241658463,0.613685737051665,0.423797475916216,0.515707260599208,0.70588156965213,All_annotated,alpha_in_UC,5,22105
HERC3,-0.177430403366796,5.24717026307312,1.46286986158781,0.227742842272707,0.429240850141124,All_annotated,alpha_in_UC,5,22105
HERC4,-0.215901131896437,6.20445635077107,3.01144725912941,0.084047060503082,0.219367995527231,All_annotated,alpha_in_UC,5,22105
HERC5,0.764995110424864,2.19913650885472,6.37432085197341,0.0122644718433719,0.0524383269047845,All_annotated,alpha_in_UC,5,22105
HERC6,0.789046838507775,1.39105514966419,3.80106683002475,0.0524518743819656,0.156894273777179,All_annotated,alpha_in_UC,5,22105
HERPUD1,-0.708797126107158,7.1572009772432,38.7638362666946,2.31657688891073e-09,7.84194979010287e-08,All_annotated,alpha_in_UC,5,22105
HERPUD2,-0.103733240971352,6.2461754246693,0.682662568056729,0.409546294026394,0.617488498124127,All_annotated,alpha_in_UC,5,22105
HERPUD2-AS1,-0.665595399465343,0.370834122088995,1.20819414657402,0.27286690808803,0.481344106877816,All_annotated,alpha_in_UC,5,22105
HES1,-0.920093423457538,5.71592729295448,35.48782614521,1.53587597546879e-07,3.59645534298069e-06,All_annotated,alpha_in_UC,5,22105
HES2,0.700588927482903,0.37500665812882,1.2205860795706,0.270421159350546,0.478828132523838,All_annotated,alpha_in_UC,5,22105
HES4,0.424270616709197,0.597282591773368,0.614228710441675,0.434018465254676,0.639087275143525,All_annotated,alpha_in_UC,5,22105
HESX1,-0.496189767877027,0.237950480317249,0.566155663647014,0.452567063265592,0.653738332298381,All_annotated,alpha_in_UC,5,22105
HEXA,0.0958849203181717,5.51874037653853,0.463793122845714,0.496556559734806,0.691173780381039,All_annotated,alpha_in_UC,5,22105
HEXA-AS1,-0.325785643137124,3.0853320293522,1.95850954342723,0.163048260560203,0.344996822023862,All_annotated,alpha_in_UC,5,22105
HEXB,-0.552912298974829,7.40820821370532,23.434467786602,2.40096438010397e-06,3.90244982516164e-05,All_annotated,alpha_in_UC,5,22105
HEXD,0.337770495942365,1.40239936786004,0.722315019362446,0.396281500681498,0.605544212122529,All_annotated,alpha_in_UC,5,22105
HEXIM1,0.887088788021811,8.01055504935786,65.9771601490639,2.99967622580111e-14,2.44678387348094e-12,All_annotated,alpha_in_UC,5,22105
HEXIM2,0.116334893201158,1.13187936922022,0.0696415967450345,0.792099142521506,0.890200393789104,All_annotated,alpha_in_UC,5,22105
HEXIM2-AS1,-0.171163701218012,3.42709101097884,0.639754771285589,0.424643086819803,0.631210774941279,All_annotated,alpha_in_UC,5,22105
HEY1,-0.288102844584744,1.63378861322582,0.660787233496807,0.417134371290047,0.624132981875889,All_annotated,alpha_in_UC,5,22105
HEY2-AS1,0.004449578963683,1.46819952125105,0.000120569735430365,0.991248739378204,0.996066749619263,All_annotated,alpha_in_UC,5,22105
HFE,0.811192082871061,1.18847251141331,3.6035953626966,0.0589260150799486,0.170418226563117,All_annotated,alpha_in_UC,5,22105
HFM1,-0.0553559553511742,1.45590415275926,0.0214364291396408,0.883726948237639,0.940574134084116,All_annotated,alpha_in_UC,5,22105
HGD,0.289825448866515,0.714811764807026,0.32458101257573,0.569428530300408,0.747321429915204,All_annotated,alpha_in_UC,5,22105
HGF,0.247601765886536,0.635882633694161,0.214774464498427,0.643496258393257,0.799083466759336,All_annotated,alpha_in_UC,5,22105
HGS,0.161085362432451,3.68048985643047,0.630760677254549,0.4279130813603,0.633515415140944,All_annotated,alpha_in_UC,5,22105
HGSNAT,-0.491170890793601,3.51203847881183,5.65949466303706,0.0181965249464297,0.0711792928580479,All_annotated,alpha_in_UC,5,22105
HHAT,0.79711006599677,4.09430519139724,17.1171234847366,4.96596446522315e-05,0.000553010803545378,All_annotated,alpha_in_UC,5,22105
HHEX,-0.399042308502219,2.52758668423566,2.2651384482148,0.133715986489337,0.302667255372714,All_annotated,alpha_in_UC,5,22105
HHIP,-0.327133726291267,1.62134671227344,0.864141471979355,0.353574397959279,0.566015670925791,All_annotated,alpha_in_UC,5,22105
HHIPL1,0.688941934926496,-0.113479746584167,0.592724161842445,0.442164058661571,0.64579032155362,All_annotated,alpha_in_UC,5,22105
HHIPL2,0.207142279249342,0.113408599186627,0.0799556757174149,0.77761474211777,0.881360502205471,All_annotated,alpha_in_UC,5,22105
HHLA1,2.37043082164432,1.90392654385868,38.8143557394468,2.25682647019257e-09,7.66315654740502e-08,All_annotated,alpha_in_UC,5,22105
HHLA2,-0.564305124020139,1.23324049369487,1.89189333849613,0.170351333152596,0.355079322898456,All_annotated,alpha_in_UC,5,22105
HIBADH,1.22311189218818,4.78608703188528,53.7018359458292,4.14244081497154e-12,2.32407751814583e-10,All_annotated,alpha_in_UC,5,22105
HIBCH,0.0032285440389345,3.98677693842857,0.000278892809877788,0.986690674947898,0.994195590379615,All_annotated,alpha_in_UC,5,22105
HIC1,0.101535209914528,2.02258577237115,0.108978895316393,0.741615112687221,0.859543398050966,All_annotated,alpha_in_UC,5,22105
HIC2,-0.301060779168226,1.59093009088409,0.680143646989669,0.41040933644467,0.618158788641962,All_annotated,alpha_in_UC,5,22105
HID1-AS1,1.30930279530116,0.435969206714896,3.39601612694462,0.0666471984172318,0.18603817666535,All_annotated,alpha_in_UC,5,22105
HIF1A,-0.0775936697156438,8.99849617923408,0.595743456142236,0.441016279053537,0.645136976274134,All_annotated,alpha_in_UC,5,22105
HIF1A-AS1,-0.364487109373948,3.61887713622853,3.13125410297754,0.0781589469949823,0.208483591568008,All_annotated,alpha_in_UC,5,22105
HIF1A-AS3,-0.323936152570509,5.67968820738278,5.65691810835107,0.0182224915688834,0.0712405283867541,All_annotated,alpha_in_UC,5,22105
HIF1AN,-0.431628586394177,4.08217754331188,5.65968980616121,0.018194472883646,0.0711792928580479,All_annotated,alpha_in_UC,5,22105
HIF3A,0.650810163018223,1.86427877962839,3.8716547521162,0.0503274961535685,0.151896409403964,All_annotated,alpha_in_UC,5,22105
HIGD1A,0.216896916450812,1.58679298971293,0.373020814664382,0.541974042249295,0.727403533935681,All_annotated,alpha_in_UC,5,22105
HIGD1B,1.68115120935638,0.183651248471637,4.64770842807159,0.032142419023735,0.109157808038049,All_annotated,alpha_in_UC,5,22105
HIGD2A,-0.111952318425412,3.62444007750508,0.299869555700894,0.584506888414283,0.758068808284307,All_annotated,alpha_in_UC,5,22105
HIGD2B,0.634320698286982,0.530328176017926,1.2353831495281,0.267540749891711,0.475400986845359,All_annotated,alpha_in_UC,5,22105
HIKESHI,0.0524717813027125,2.22734324805256,0.0315105213906111,0.859265784520379,0.927761938495724,All_annotated,alpha_in_UC,5,22105
HINFP,-0.598718940257334,1.72997504422166,3.162678473858,0.0766857422245782,0.205795596925373,All_annotated,alpha_in_UC,5,22105
HINT1,-0.443066951653656,4.85994724090191,8.12709480949632,0.00476601622241287,0.0246093876656007,All_annotated,alpha_in_UC,5,22105
HINT3,-0.608242484142074,5.21106433487818,17.0947516930468,5.02042982502962e-05,0.000558232400816296,All_annotated,alpha_in_UC,5,22105
HIP1,-0.248770018156311,8.41867807769088,5.73955425930736,0.017405172960511,0.0687426167986864,All_annotated,alpha_in_UC,5,22105
HIP1R,0.176472370344912,0.897208171494696,0.131281413129759,0.717444064780585,0.844287747656242,All_annotated,alpha_in_UC,5,22105
HIPK1,-0.0101332715612798,4.9236623336946,0.00434523047611338,0.947501332052606,0.974435514330644,All_annotated,alpha_in_UC,5,22105
HIPK2,0.0918297491674505,5.17039878113839,0.392912210364747,0.531407814291568,0.718067335761172,All_annotated,alpha_in_UC,5,22105
HIPK3,0.0200036681685482,5.21558542556413,0.0190400074129937,0.890375208716647,0.944980105271605,All_annotated,alpha_in_UC,5,22105
HIPK4,1.08458818635036,1.21174796159067,6.26463586604272,0.0130220056249883,0.055016426608634,All_annotated,alpha_in_UC,5,22105
HIRA,-0.577306008607639,3.65296397785673,8.07552394619387,0.00489868215797059,0.0251508430248366,All_annotated,alpha_in_UC,5,22105
HIRIP3,-0.192750335904719,-0.117348715398659,0.0517850785002233,0.820189446169959,0.907013242662812,All_annotated,alpha_in_UC,5,22105
HISLA,-0.143098369667003,2.50646648522452,0.288495140766315,0.591716190119075,0.763546120831125,All_annotated,alpha_in_UC,5,22105
HIVEP1,-0.224011001109646,8.49488239106203,4.69484350053197,0.0313031385184064,0.107163679254975,All_annotated,alpha_in_UC,5,22105
HIVEP2,-0.077788231583047,7.69856599383352,0.50275198005786,0.479027153470334,0.677017531061455,All_annotated,alpha_in_UC,5,22105
HIVEP2-DT,-0.125353972641504,4.72415429062824,0.598437879620108,0.439986377500511,0.644427659152635,All_annotated,alpha_in_UC,5,22105
HIVEP3,-0.0402127664568263,6.78306530187894,0.113377344555343,0.736645077458808,0.856352323808938,All_annotated,alpha_in_UC,5,22105
HJURP,0.260900782140329,0.509955475967654,0.166235048503581,0.683863461538071,0.825573668240025,All_annotated,alpha_in_UC,5,22105
HJV,0.808247215530566,0.655460227697375,2.1882792659599,0.140453517096402,0.313450277174757,All_annotated,alpha_in_UC,5,22105
HK1,-0.0181646624941727,4.61620151538296,0.0124569251949271,0.911231635098423,0.955086547835498,All_annotated,alpha_in_UC,5,22105
HK2,-0.0641170332882998,4.36960021634698,0.138882353750459,0.709745337317581,0.840102847732537,All_annotated,alpha_in_UC,5,22105
HK3,0.475570676516439,1.05918846138992,1.13105305109152,0.288676155133403,0.499723094985231,All_annotated,alpha_in_UC,5,22105
HKDC1,0.306039808034001,1.66428342536014,0.740965523372483,0.39026346042338,0.600276844733775,All_annotated,alpha_in_UC,5,22105
HLA-A,-0.650268287278444,11.7071516145659,47.9370039808975,4.54614360557346e-11,2.1023536485607e-09,All_annotated,alpha_in_UC,5,22105
HLA-B,-0.751179929700415,12.0461074855494,64.2296226587039,5.96721713273146e-14,4.69414002558822e-12,All_annotated,alpha_in_UC,5,22105
