Fine_annotation_3,HS,Condition,cells
14-unassigned,FOV49_HS37_HC_1,HC,63
05-MNP_NOS,FOV49_HS37_HC_1,HC,9
1B-Fibroblast,FOV49_HS37_HC_1,HC,8
01C_24_activated_fibroblast,FOV49_HS37_HC_1,HC,8
18-unassigned,FOV49_HS37_HC_1,HC,22
01A-Muscularis mucosae and myofibroblast,FOV49_HS37_HC_1,HC,9
05A-MNP-M1_Macrophage,FOV49_HS37_HC_1,HC,1
25-Treg,FOV49_HS37_HC_1,HC,3
13-IEC_crypt_base_MHCIIhi,FOV49_HS37_HC_1,HC,2
05E-MNP-pDC,FOV49_HS37_HC_1,HC,1
05F-MNP_monocyte_neutrophil,FOV49_HS37_HC_1,HC,1
05C-MNP-mDC,FOV49_HS37_HC_1,HC,1
11_22-IgG_plasma_cell,FOV05_HS31_HC_3,HC,50
08_27_IEC_colonocyte,FOV05_HS31_HC_3,HC,377
17-Fibroblast_PLAC9_FZD8hi,FOV05_HS31_HC_3,HC,67
03_26-IgA_plasma_cell,FOV05_HS31_HC_3,HC,172
07-T_cells,FOV05_HS31_HC_3,HC,127
1B-Fibroblast,FOV05_HS31_HC_3,HC,15
01C_24_activated_fibroblast,FOV05_HS31_HC_3,HC,19
20_21_23_Endothelial,FOV05_HS31_HC_3,HC,43
10_19-B_cells,FOV05_HS31_HC_3,HC,123
9-CCL3_L3_CCL4_L2hi,FOV05_HS31_HC_3,HC,68
12-unassigned,FOV05_HS31_HC_3,HC,119
06-Cytotoxic_NK,FOV05_HS31_HC_3,HC,151
14-unassigned,FOV05_HS31_HC_3,HC,66
02-unassigned,FOV05_HS31_HC_3,HC,95
16-unassigned,FOV05_HS31_HC_3,HC,61
05-MNP_NOS,FOV05_HS31_HC_3,HC,13
18-unassigned,FOV05_HS31_HC_3,HC,28
15-Fibroblast_PDGFRBhi,FOV05_HS31_HC_3,HC,95
05F-MNP_monocyte_neutrophil,FOV05_HS31_HC_3,HC,4
01A-Muscularis mucosae and myofibroblast,FOV05_HS31_HC_3,HC,17
04-IEC_CT_coloncyte,FOV05_HS31_HC_3,HC,14
05A-MNP-M1_Macrophage,FOV05_HS31_HC_3,HC,2
05B-MNP-M2_macrophage,FOV05_HS31_HC_3,HC,1
01-IEC_crypt_base,FOV05_HS31_HC_3,HC,8
05C-MNP-mDC,FOV05_HS31_HC_3,HC,1
05G-MNP_activated,FOV05_HS31_HC_3,HC,2
05E-MNP-pDC,FOV05_HS31_HC_3,HC,1
05-MNP_NOS,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,126
01C_24_activated_fibroblast,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,73
01-IEC_crypt_base,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,609
18-unassigned,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,17
02-unassigned,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,50
1B-Fibroblast,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,158
13-IEC_crypt_base_MHCIIhi,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,34
01A-Muscularis mucosae and myofibroblast,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,219
16-unassigned,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,16
03_26-IgA_plasma_cell,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,149
04-IEC_CT_coloncyte,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,124
08_27_IEC_colonocyte,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,62
11_22-IgG_plasma_cell,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,22
9-CCL3_L3_CCL4_L2hi,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,39
06-Cytotoxic_NK,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,36
17-Fibroblast_PLAC9_FZD8hi,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,16
05F-MNP_monocyte_neutrophil,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,23
15-Fibroblast_PDGFRBhi,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,12
10_19-B_cells,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,45
05G-MNP_activated,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,7
05E-MNP-pDC,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,7
20_21_23_Endothelial,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,19
12-unassigned,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,19
14-unassigned,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,25
07-T_cells,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,27
05C-MNP-mDC,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,7
05B-MNP-M2_macrophage,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,10
05A-MNP-M1_Macrophage,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,9
25-Treg,FOV50_HS36_VDZ_C_POST_1_Mayo0_Responder,VDZ_POST_Responder,2
13-IEC_crypt_base_MHCIIhi,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,447
01A-Muscularis mucosae and myofibroblast,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,87
17-Fibroblast_PLAC9_FZD8hi,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,26
05F-MNP_monocyte_neutrophil,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,28
02-unassigned,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,118
05-MNP_NOS,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,114
03_26-IgA_plasma_cell,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,422
04-IEC_CT_coloncyte,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,30
15-Fibroblast_PDGFRBhi,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,19
11_22-IgG_plasma_cell,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,84
1B-Fibroblast,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,171
20_21_23_Endothelial,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,27
01-IEC_crypt_base,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,179
01C_24_activated_fibroblast,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,107
10_19-B_cells,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,74
12-unassigned,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,26
07-T_cells,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,40
06-Cytotoxic_NK,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,33
16-unassigned,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,25
9-CCL3_L3_CCL4_L2hi,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,73
05B-MNP-M2_macrophage,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,13
08_27_IEC_colonocyte,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,25
05C-MNP-mDC,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,7
14-unassigned,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,21
05E-MNP-pDC,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,5
18-unassigned,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,28
25-Treg,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,1
05G-MNP_activated,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,11
05A-MNP-M1_Macrophage,FOV51_HS36_VDZ_RS_PRE_1_Mayo3_Responder,PRE_VDZ_Responder,6
05G-MNP_activated,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,13
02-unassigned,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,12
01-IEC_crypt_base,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,138
05-MNP_NOS,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,171
03_26-IgA_plasma_cell,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,154
1B-Fibroblast,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,146
10_19-B_cells,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,43
16-unassigned,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,4
01A-Muscularis mucosae and myofibroblast,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,34
04-IEC_CT_coloncyte,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,308
01C_24_activated_fibroblast,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,177
05F-MNP_monocyte_neutrophil,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,26
20_21_23_Endothelial,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,6
11_22-IgG_plasma_cell,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,11
08_27_IEC_colonocyte,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,26
9-CCL3_L3_CCL4_L2hi,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,11
07-T_cells,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,12
15-Fibroblast_PDGFRBhi,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,8
05C-MNP-mDC,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,7
13-IEC_crypt_base_MHCIIhi,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,15
05B-MNP-M2_macrophage,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,6
12-unassigned,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,7
18-unassigned,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,4
17-Fibroblast_PLAC9_FZD8hi,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,2
14-unassigned,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,6
06-Cytotoxic_NK,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,8
05A-MNP-M1_Macrophage,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,10
05E-MNP-pDC,FOV53_HS34_VDZ_R_POST_4_Mayo0_Responder,VDZ_POST_Responder,5
9-CCL3_L3_CCL4_L2hi,FOV54_HS33_HC_1,HC,26
03_26-IgA_plasma_cell,FOV54_HS33_HC_1,HC,41
02-unassigned,FOV54_HS33_HC_1,HC,42
20_21_23_Endothelial,FOV54_HS33_HC_1,HC,18
10_19-B_cells,FOV54_HS33_HC_1,HC,52
14-unassigned,FOV54_HS33_HC_1,HC,25
08_27_IEC_colonocyte,FOV54_HS33_HC_1,HC,249
11_22-IgG_plasma_cell,FOV54_HS33_HC_1,HC,30
01A-Muscularis mucosae and myofibroblast,FOV54_HS33_HC_1,HC,18
06-Cytotoxic_NK,FOV54_HS33_HC_1,HC,37
07-T_cells,FOV54_HS33_HC_1,HC,32
18-unassigned,FOV54_HS33_HC_1,HC,19
01-IEC_crypt_base,FOV54_HS33_HC_1,HC,18
16-unassigned,FOV54_HS33_HC_1,HC,12
1B-Fibroblast,FOV54_HS33_HC_1,HC,13
05B-MNP-M2_macrophage,FOV54_HS33_HC_1,HC,2
15-Fibroblast_PDGFRBhi,FOV54_HS33_HC_1,HC,18
12-unassigned,FOV54_HS33_HC_1,HC,25
17-Fibroblast_PLAC9_FZD8hi,FOV54_HS33_HC_1,HC,20
05-MNP_NOS,FOV54_HS33_HC_1,HC,9
05F-MNP_monocyte_neutrophil,FOV54_HS33_HC_1,HC,2
01C_24_activated_fibroblast,FOV54_HS33_HC_1,HC,3
04-IEC_CT_coloncyte,FOV54_HS33_HC_1,HC,1
05G-MNP_activated,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,2
06-Cytotoxic_NK,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,64
9-CCL3_L3_CCL4_L2hi,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,60
07-T_cells,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,70
01A-Muscularis mucosae and myofibroblast,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,121
02-unassigned,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,108
12-unassigned,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,46
04-IEC_CT_coloncyte,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,57
01-IEC_crypt_base,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,214
10_19-B_cells,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,39
15-Fibroblast_PDGFRBhi,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,34
11_22-IgG_plasma_cell,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,34
17-Fibroblast_PLAC9_FZD8hi,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,34
14-unassigned,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,46
16-unassigned,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,37
20_21_23_Endothelial,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,38
01C_24_activated_fibroblast,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,25
08_27_IEC_colonocyte,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,48
1B-Fibroblast,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,42
05-MNP_NOS,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,32
03_26-IgA_plasma_cell,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,52
05A-MNP-M1_Macrophage,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,3
18-unassigned,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,31
25-Treg,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,2
05F-MNP_monocyte_neutrophil,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,8
05B-MNP-M2_macrophage,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,3
13-IEC_crypt_base_MHCIIhi,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,2
05E-MNP-pDC,FOV55_HS32_VDZ_RC_POST_1_Mayo0_Responder,VDZ_POST_Responder,2
03_26-IgA_plasma_cell,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,166
04-IEC_CT_coloncyte,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,258
02-unassigned,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,179
06-Cytotoxic_NK,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,95
07-T_cells,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,100
10_19-B_cells,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,75
9-CCL3_L3_CCL4_L2hi,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,101
16-unassigned,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,67
1B-Fibroblast,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,39
12-unassigned,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,82
20_21_23_Endothelial,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,49
01-IEC_crypt_base,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,101
05F-MNP_monocyte_neutrophil,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,18
14-unassigned,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,81
11_22-IgG_plasma_cell,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,56
15-Fibroblast_PDGFRBhi,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,60
08_27_IEC_colonocyte,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,49
05-MNP_NOS,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,77
17-Fibroblast_PLAC9_FZD8hi,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,40
01A-Muscularis mucosae and myofibroblast,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,24
13-IEC_crypt_base_MHCIIhi,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,72
01C_24_activated_fibroblast,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,20
05G-MNP_activated,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,14
18-unassigned,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,41
05B-MNP-M2_macrophage,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,13
05C-MNP-mDC,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,5
05A-MNP-M1_Macrophage,FOV56_HS32_VDZ_sigm_PRE_1_Mayo1_Responder,PRE_VDZ_Responder,7
11_22-IgG_plasma_cell,FOV57_HS31_HC_1,HC,47
08_27_IEC_colonocyte,FOV57_HS31_HC_1,HC,470
17-Fibroblast_PLAC9_FZD8hi,FOV57_HS31_HC_1,HC,57
12-unassigned,FOV57_HS31_HC_1,HC,87
07-T_cells,FOV57_HS31_HC_1,HC,93
15-Fibroblast_PDGFRBhi,FOV57_HS31_HC_1,HC,54
06-Cytotoxic_NK,FOV57_HS31_HC_1,HC,91
10_19-B_cells,FOV57_HS31_HC_1,HC,88
01-IEC_crypt_base,FOV57_HS31_HC_1,HC,30
02-unassigned,FOV57_HS31_HC_1,HC,74
04-IEC_CT_coloncyte,FOV57_HS31_HC_1,HC,34
05B-MNP-M2_macrophage,FOV57_HS31_HC_1,HC,3
03_26-IgA_plasma_cell,FOV57_HS31_HC_1,HC,135
20_21_23_Endothelial,FOV57_HS31_HC_1,HC,40
01A-Muscularis mucosae and myofibroblast,FOV57_HS31_HC_1,HC,9
16-unassigned,FOV57_HS31_HC_1,HC,43
18-unassigned,FOV57_HS31_HC_1,HC,23
9-CCL3_L3_CCL4_L2hi,FOV57_HS31_HC_1,HC,54
14-unassigned,FOV57_HS31_HC_1,HC,51
05-MNP_NOS,FOV57_HS31_HC_1,HC,13
05F-MNP_monocyte_neutrophil,FOV57_HS31_HC_1,HC,3
05E-MNP-pDC,FOV57_HS31_HC_1,HC,1
1B-Fibroblast,FOV57_HS31_HC_1,HC,14
01C_24_activated_fibroblast,FOV57_HS31_HC_1,HC,6
05A-MNP-M1_Macrophage,FOV57_HS31_HC_1,HC,1
05G-MNP_activated,FOV57_HS31_HC_1,HC,2
08_27_IEC_colonocyte,FOV58_HS33_HC_6,HC,657
10_19-B_cells,FOV58_HS33_HC_6,HC,1032
15-Fibroblast_PDGFRBhi,FOV58_HS33_HC_6,HC,46
03_26-IgA_plasma_cell,FOV58_HS33_HC_6,HC,198
9-CCL3_L3_CCL4_L2hi,FOV58_HS33_HC_6,HC,29
11_22-IgG_plasma_cell,FOV58_HS33_HC_6,HC,29
18-unassigned,FOV58_HS33_HC_6,HC,17
16-unassigned,FOV58_HS33_HC_6,HC,25
20_21_23_Endothelial,FOV58_HS33_HC_6,HC,29
06-Cytotoxic_NK,FOV58_HS33_HC_6,HC,63
02-unassigned,FOV58_HS33_HC_6,HC,54
05F-MNP_monocyte_neutrophil,FOV58_HS33_HC_6,HC,17
05-MNP_NOS,FOV58_HS33_HC_6,HC,95
12-unassigned,FOV58_HS33_HC_6,HC,43
07-T_cells,FOV58_HS33_HC_6,HC,59
01-IEC_crypt_base,FOV58_HS33_HC_6,HC,13
05A-MNP-M1_Macrophage,FOV58_HS33_HC_6,HC,7
04-IEC_CT_coloncyte,FOV58_HS33_HC_6,HC,23
05C-MNP-mDC,FOV58_HS33_HC_6,HC,11
01A-Muscularis mucosae and myofibroblast,FOV58_HS33_HC_6,HC,28
1B-Fibroblast,FOV58_HS33_HC_6,HC,33
14-unassigned,FOV58_HS33_HC_6,HC,28
05E-MNP-pDC,FOV58_HS33_HC_6,HC,3
17-Fibroblast_PLAC9_FZD8hi,FOV58_HS33_HC_6,HC,26
05G-MNP_activated,FOV58_HS33_HC_6,HC,2
01C_24_activated_fibroblast,FOV58_HS33_HC_6,HC,25
25-Treg,FOV58_HS33_HC_6,HC,2
05B-MNP-M2_macrophage,FOV58_HS33_HC_6,HC,5
13-IEC_crypt_base_MHCIIhi,FOV58_HS33_HC_6,HC,1
04-IEC_CT_coloncyte,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,8
05B-MNP-M2_macrophage,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,16
9-CCL3_L3_CCL4_L2hi,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,230
1B-Fibroblast,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,363
14-unassigned,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,129
12-unassigned,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,134
01A-Muscularis mucosae and myofibroblast,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,77
06-Cytotoxic_NK,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,186
01C_24_activated_fibroblast,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,128
02-unassigned,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,310
20_21_23_Endothelial,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,111
11_22-IgG_plasma_cell,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,347
08_27_IEC_colonocyte,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,44
15-Fibroblast_PDGFRBhi,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,118
07-T_cells,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,199
17-Fibroblast_PLAC9_FZD8hi,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,110
03_26-IgA_plasma_cell,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,164
05-MNP_NOS,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,110
10_19-B_cells,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,114
05C-MNP-mDC,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,13
16-unassigned,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,123
05F-MNP_monocyte_neutrophil,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,34
18-unassigned,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,70
01-IEC_crypt_base,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,4
05A-MNP-M1_Macrophage,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,11
05G-MNP_activated,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,19
25-Treg,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,4
05E-MNP-pDC,FOV59_HS50_VDZ_RS_POST_2_Mayo2_Non-responder,VDZ_POST_Non-responder,6
04-IEC_CT_coloncyte,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,17
16-unassigned,FOV06_HS38_VDZ_AC_PRE_3_Mayo2_Responder,PRE_VDZ_Responder,79
