"cell","UMAP1","UMAP2","condition","state","patient","lineage"
"SAM24406427_158301",-0.976802150673283,2.87974499504123,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_826760",1.89235251867114,3.4623834971622,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_442741",-2.8474170593089,-0.648836139933726,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_43902",1.15122693502246,3.30641721527133,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_570798",4.1007737489873,0.26935921947513,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_527518",-1.31599232829274,2.38866494934116,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_816767",-0.294176402456177,0.921317923469881,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_820992",0.740707692735778,2.34446309845004,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_742079",1.60900562726794,3.41234635154758,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_194970",2.00582188093005,3.44056819717441,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_738984",3.75872558080493,2.43499015609775,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_304393",1.82423728429614,3.46620010177646,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_646301",-3.56640559709729,2.44048022071872,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_486029",3.21232264959155,2.88399814407382,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_622610",-2.34547728574933,1.52711557189975,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_585447",-1.0307564911908,2.82978390495334,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_405281",-0.0253431824511418,1.30156253616367,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_283571",2.80480760061084,3.03030084411655,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_761362",2.41731637441455,3.30572890083347,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_472230",-0.0999418524569401,2.46409653465305,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_790028",0.296574530237304,2.80149267951999,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_779947",2.26820939504443,3.42216395179782,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_827576",0.898293671243774,3.5168645266727,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_639856",-3.57091051614941,1.39570938388858,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_5966",-2.54559952295483,0.545421827240327,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_748993",-1.29521128810109,2.64533017913852,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_761056",3.53472560369311,2.43116830627475,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_735926",3.46026700460254,0.1198798898891,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_206786",2.74098247014819,1.2117012623981,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_8287",1.88277739011584,3.30688952247653,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_200173",2.90000790082751,1.77564572135959,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_598099",3.57769864522754,2.21886323730502,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_648845",1.27200907193957,2.68118284980808,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_303639",1.74089401685535,2.69629262725864,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_560198",2.89657586538135,0.173818636341432,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_79808",0.607423600786316,3.46101545135532,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_713067",-2.72807413614453,2.47727321426425,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_378358",0.213759359949218,3.04736374656711,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_35070",2.87178533994495,3.20818995277438,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_659570",-1.65544724739255,1.70580099861179,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_842034",-2.79972535646619,0.593965995712617,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_154117",3.58688872777759,2.34326242248569,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_497454",0.827050146692382,-0.661989424721858,"Inflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406427_674659",-3.35730582750501,1.32705901901279,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_257289",3.88053554021655,2.14158557693515,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_5561",0.287012157075988,-4.59335733612027,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_306730",-2.58984047449292,1.80898569862399,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_860677",-0.568683269388092,3.10371397773776,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_512474",2.44662111722766,3.16840027610812,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_514459",3.60122483693896,2.66568659584079,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_85825",3.22175591909228,2.19897388259921,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_619318",1.76559442006885,2.9589187983707,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_733753",1.02394669973193,1.22038816253696,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_430743",2.49552935087024,2.90948008338962,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_511678",3.53959983312427,1.08993231098209,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_728533",1.09659665548145,0.540136683388093,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_879432",1.57871502363025,2.74093030731235,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_608403",-2.21260839975537,2.91322420875583,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_495509",1.72217696630298,3.31945418159519,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_673101",4.61899369680225,-0.482193757192751,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_630972",2.91979902707874,2.39545058052097,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_831640",-1.0218713162011,1.13017951290164,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_452867",1.86178201162158,3.02915548126254,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_481510",1.7537724348241,3.4139444712833,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_597904",3.76235335790454,1.69958304206882,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_138026",0.201361116998779,3.21640037338291,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_176672",2.01591342412769,2.9873599890903,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_392194",-3.36003119028272,2.35356878082309,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_156307",2.53288882695972,1.89152835647617,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_821315",-0.332589927083863,1.80775736610446,"Inflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406427_483052",1.76384013616382,2.48716996948276,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_69136",1.46704023801624,3.19187592308078,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_858684",-1.98494798219861,2.6669037226871,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_641565",-0.282409432298554,3.08561991493259,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_544550",-1.82920944965543,0.698487627907136,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_584143",-1.12866635895432,1.83946751396213,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_464622",-3.38661557710828,1.66983150283847,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_450988",-1.80328202522458,1.71363018791232,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_129567",1.26805394613086,2.79912637512241,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_675562",2.96444028341113,2.94138478080783,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_599152",-3.05193597353162,1.21655761043582,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_698301",0.41317409002124,2.20409892837558,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_32368",0.816165861719238,2.51340221206699,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_255447",3.30178636037646,0.906013477249483,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_840279",4.61823695623218,0.58600412647281,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_491792",1.07995193921863,-0.554762888170833,"Inflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406427_410904",3.44722550832568,2.57410382072482,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_367495",-2.16673547304334,1.82601403038059,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_882789",2.65998309575854,2.83584808151279,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_683312",0.467321810358154,3.03773187438999,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_591218",1.41723149740039,3.12806533615146,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_240171",-2.97969705141248,1.75005291740451,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_416854",2.58733290159045,2.4068939570621,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_721131",-0.114757242566956,2.57605789939914,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_552110",-1.47380650318326,1.52286409179721,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_559228",-3.47175437486829,2.08354853431735,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_190633",1.34336727582751,3.03322600166354,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_867027",1.67720550023853,3.48771117965732,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_554558",2.71900552236377,3.08508609573398,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_709917",-2.27389699495496,1.9278650168613,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_691933",-0.550803723699463,-2.46496130187955,"Inflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406427_743664",0.929731306665527,3.38781212608371,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_660710",1.58911722623645,3.61949847976718,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_655426",-3.14546042955579,-0.10105077584233,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_330254",3.60263961278735,2.05468486587558,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_815068",-0.231954458124054,2.84573649208103,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_204981",0.0506879659825435,2.36660479347263,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_213291",3.34277575933276,1.83914397995029,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_815701",3.92883532964526,0.0313588265613112,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_706350",-2.17931813276471,1.83010195533786,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_773800",-1.57551121986569,1.89890025894199,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_475849",0.767472324007141,3.33320044319187,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_787957",2.33883565389453,3.32957695762668,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_353475",-0.548754873639954,1.94175432960544,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_603105",3.24808925115405,0.311464357776979,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_625157",1.2546736570531,3.0431837920383,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_474162",2.00305360280811,1.18382619659458,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_383066",-1.10850180960358,2.22335718910251,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_826009",1.01092356168567,2.88649820129428,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_679378",4.19957917653857,1.74108241836582,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_843486",4.56364577733813,-1.00876976211514,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_618533",0.638969001405822,3.01962565223728,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_450608",1.16923445188342,3.08948658744846,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_630736",-1.50357628143491,2.36210154335056,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_777593",3.78248542272388,1.93205570022617,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_203727",3.74413579427539,-0.172074776487013,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_578325",-0.510907086498154,-5.16976190765347,"Inflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406427_709272",0.456740674608337,2.18897866050754,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_871961",0.0942230793171993,2.74440311233554,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_534999",3.17971843206226,0.974248278541902,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_517167",-1.44926101244153,0.771440494461397,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_322808",-3.52884465730847,-0.40952358801808,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_397606",-0.236665609247101,-4.66251207550015,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_558552",4.57326358281909,-0.0300327058598009,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_323422",-0.518618914253128,1.26820992271457,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_117721",1.30404776059924,3.57939122955356,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_869692",4.35972493612109,-0.762607958511969,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_236062",-2.35069650686444,0.272435832424501,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_479175",1.14792269193469,2.81489108840976,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_693210",-4.0793381360835,-0.0599364157482591,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_621906",0.269339856737243,3.11258529464755,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_689693",2.77677911245166,0.376209664745668,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_737142",-0.396278443700684,-5.00374962051358,"Inflamed UC","Neutrophil lowRNA","P007","Neutrophil"
"SAM24406427_578555",-2.06681818044843,2.90819619934116,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_251612",1.78540938817798,3.40028976242099,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_870359",-2.88907701051892,2.22835778038059,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_800043",0.506863889330017,3.49525951187167,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_776520",1.61180251561938,3.39240287582431,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_53153",-2.8521948484248,2.47631906311069,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_828170",0.42489021741687,2.70368098060642,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_813110",4.54703467809497,-0.140648793773314,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_752876",1.12455981694995,1.77308939735446,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_634420",3.36548894368945,2.65000842849765,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_877959",2.35897582494556,0.461296308441499,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_705064",3.01117056333362,-0.0597883876129595,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_71324",0.990527090662109,3.22859882156406,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_463464",-1.70913440263928,3.03724359313999,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_707561",0.0488464208775631,2.76523636619602,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_40502",3.37530892812549,1.37234567443881,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_849825",-1.33382100141705,2.59434078971896,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_811436",2.80565780126392,2.95997785369907,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_451265",-3.12005979097546,1.20463227073703,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_817530",1.12619346105395,2.60481261055026,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_313684",-2.43208271539868,1.74505685607944,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_592644",2.43298262082874,2.90525220672641,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_404586",-0.753583165771378,2.37618230621372,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_746186",-0.231431367761506,3.02736018936191,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_835097",2.54689329587756,1.65684436599765,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_848617",-3.44283920801343,2.3768441561893,"Inflamed UC","Neutrophil CXCR4","P007","Neutrophil"
"SAM24406427_490580",2.84932368718921,2.82210253517185,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_678701",-0.503469201690567,1.09140418808017,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_665965",4.23591369115649,-0.95647970993962,"Inflamed UC","Neutrophil PADI4","P007","Neutrophil"
"SAM24406427_676748",-1.25945860422314,1.42529534141574,"Inflamed UC","Neutrophil MX1","P007","Neutrophil"
"SAM24406427_674895",2.03065770589648,2.66810249130283,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_674867",2.28455489599048,1.56441520492587,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
"SAM24406427_747597",2.80267637693225,2.29402636329685,"Inflamed UC","Neutrophil OSM","P007","Neutrophil"
